"ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
7.08079450427684,204.890455471336,20791.318980747,7.30021187318476,368.516441349803,564.308654172244,10.3797830780847,86.9909704615088,2.96313538063164,0
3.71608007538699,129.422920514944,18630.0578579703,6.635245883862,333.775776610813,592.885359134852,15.1800131163573,56.3290762845176,4.50065627494241,0
8.0991241892984,224.236259393558,19909.5417322924,9.27588360269409,333.775776610813,418.606213064481,16.868636929551,66.4200925117637,3.05593374966417,0
8.31676588421468,214.373394085623,22018.4174407753,8.05933237743854,356.886135643057,363.266516164244,18.4365244954933,100.34167436508,4.62877053683708,0
9.09222345629096,181.101509236125,17978.9863389263,6.54659997420794,310.135737524204,398.410813381845,11.5582794434464,31.9979927274247,4.07507542543003,0
5.58408663845609,188.313323769616,28748.6877390461,7.54486878877965,326.678362911674,280.467915933488,8.39973464015276,54.9178618419945,2.55970822755652,0
10.2238621645288,248.07173527014,28749.7165435282,7.5134084658313,393.663395515096,283.651633507845,13.7896953175199,84.6035561740236,2.67298873693478,0
8.63584871850073,203.361522584571,13672.0917639016,4.5630086855997,303.309771159281,474.607644942449,12.3638166987053,62.7983089629252,4.40142471544548,0
7.08079450427684,118.988579090252,14285.5838542245,7.80417355307309,268.646940746221,389.375565871261,12.7060489686579,53.9288457675122,3.59501718095762,0
11.1802844707216,227.231469237975,25484.5084909879,9.07720001691439,404.04163468409,563.885481481095,17.927806411285,71.9766010322192,4.3705619366555,0
7.36064010583826,165.520797259529,32452.6144091439,7.55070090670411,326.624353455602,425.383419495387,15.5868104380331,78.7400156643048,3.66229178285246,0
7.97452164892387,218.693300488666,18767.6566818135,8.11038450112387,333.775776610813,364.098230462049,14.5257456975932,76.4859111796516,4.01171810833979,0
7.11982438426455,156.704993340392,18730.8136533427,3.60603609050572,282.344050473961,347.715027261944,15.9295359088257,79.5007783369744,3.4457562233219,0
7.08079450427684,150.174923395136,27331.3619619278,6.83822347068751,299.415781346858,379.761834825772,19.3708071812321,76.5099955279583,4.4139741829749,0
7.49623220797336,205.344982158185,28388.004886737,5.07255777384063,333.775776610813,444.645352332707,13.2283110992245,70.3002126469244,4.77738233722538,0
6.34727176053932,186.732880660576,41065.2347645394,9.62959627648058,364.48768724676,516.743281893657,11.5397811915394,75.0716172866378,4.3763482906919,0
7.05178580001685,211.049406060546,30980.6007867889,10.0947960116614,333.775776610813,315.141267244302,20.3970218407225,56.6516037897933,4.26842885750619,0
9.18156000715154,273.813806659801,24041.3262800613,6.9049897264701,398.350516822278,477.974641862178,13.3873407802255,71.4573622129516,4.50366079617912,0
8.97546434753396,279.357166770092,19460.3981312321,6.20432085889247,333.775776610813,431.443989990349,12.888759054304,63.821237096664,2.43608559030527,0
7.37105030242953,214.496610457157,25630.3200369997,4.43266929037212,335.754438596065,469.914551479236,12.5091639404987,62.7972771526613,2.56029914761491,0
7.08079450427684,227.435048351156,22305.5674137414,10.3339178882187,333.775776610813,554.820086460543,16.3316932826945,45.3828151778709,4.13342264357917,0
6.6602120261181,168.283746856518,30944.3635912427,5.85876913054758,310.930858317878,523.671297500944,17.8842351929648,77.0423180517003,3.74970124109962,0
7.08079450427684,215.977858688068,17107.2242258276,5.60706045308712,326.943977743867,436.256193972649,14.1890622061237,59.8554758261539,5.45925095602873,0
3.9024756859151,196.903246708321,21167.5000989688,6.99631158629877,333.775776610813,444.478882506898,16.6090331557899,90.1816758847452,4.52852269632691,0
5.40030178072947,140.73906225114,17266.5934219231,10.0568524840335,328.358240698684,472.874073275429,11.2563811669095,56.9319064457562,4.82478638976752,0
6.51441509325168,198.767351259456,21218.7028711902,8.67093691991312,323.596349010132,413.290450088535,14.899999566697,79.8478428137256,5.20088507653976,0
3.44506186438521,207.926260187994,33424.7686784948,8.78214748077349,384.007005801721,441.785875673939,13.8059022112708,30.2845971980027,4.18439696902885,0
7.08079450427684,145.768180602173,13224.935638977,7.90644472060614,304.001992797415,298.990666499932,12.7295247205423,49.5368488020219,4.00487112757158,0
7.08079450427684,266.421018068117,26362.9650123093,7.70006346972913,395.389490341846,364.480106703738,10.3489507574378,53.0083813539204,3.99156424779931,0
7.08079450427684,148.153061445087,15193.4134739672,9.04683270725723,307.011792622565,563.804743325086,16.5686555679974,52.6761850342098,6.03818495318359,0
7.18144858082917,209.62560053629,15196.2299874838,5.99467864644997,338.336431077487,342.111286285193,7.92259833302262,71.5379532557936,5.0888599891388,0
9.82548990813439,190.756618287004,19677.892465552,6.75754073141394,333.775776610813,452.836234877238,16.8990378000164,47.0819711857777,2.85747242605118,0
